4.98,80.90,68.06
83.96,11.86,3.82
84.99,56.29,92.23
47.60,48.09,54.05
95.92,69.27,66.57
52.50,59.43,21.63
29.76,40.64,70.66
73.94,11.55,49.34
66.44,75.57,80.91
55.56,10.13,48.61
93.57,27.98,14.38
91.28,62.28,22.67
34.96,94.36,45.89
6.45,63.83,87.63
11.08,71.52,34.63
49.93,53.45,45.00
60.92,71.39,13.45
23.18,18.06,26.52
35.85,73.35,80.75
27.14,98.33,26.89
47.08,62.61,43.99
25.90,65.13,93.20
17.04,74.19,19.41
46.86,63.01,3.97
21.55,4.94,84.53
2.51,87.24,91.95
14.10,10.35,96.83
79.95,26.11,41.39
47.38,82.21,78.99
14.86,61.98,4.88
25.12,98.05,23.65
13.27,11.38,44.73
46.05,25.00,73.84
62.68,35.12,94.05
83.61,18.87,26.12
53.81,90.66,72.72
28.10,1.89,6.21
59.52,59.72,66.11
24.21,96.23,94.12
72.53,3.31,59.63
4.24,14.54,81.06
99.91,26.48,4.42
34.89,81.20,66.15
9.39,50.15,13.34
65.75,86.41,12.40
16.25,83.17,41.20
88.02,12.68,56.55
82.85,18.32,36.18
20.64,35.48,7.59
87.74,4.49,42.69
59.53,13.80,30.65
63.58,78.04,59.25
96.97,97.02,97.71
87.18,30.91,63.46
31.93,49.72,58.28
96.27,35.03,5.08
72.16,32.96,29.73
50.17,11.25,61.86
51.88,66.72,15.74
98.88,30.42,21.70
92.37,76.15,34.49
58.10,37.68,87.79
80.67,15.63,52.02
40.94,23.52,37.04
35.28,31.55,99.95
18.66,96.40,56.77
75.16,12.83,96.06
94.90,40.49,46.38
94.18,21.93,30.10
46.03,55.69,21.52
38.83,42.96,38.01
44.87,7.65,41.79
57.18,1.63,2.64
60.85,22.40,21.32
90.71,19.79,88.42
37.76,80.85,31.03
4.58,19.46,68.38
84.75,63.81,58.44
25.28,42.82,35.45
71.93,28.53,38.99
60.77,83.99,30.40
97.50,88.56,77.36
43.39,88.38,49.23
70.41,19.86,7.29
25.92,43.87,87.30
58.98,61.21,72.29
15.91,37.18,65.94
40.76,62.88,10.97
89.50,4.21,94.88
40.98,64.80,41.15
35.36,13.71,18.79
86.86,40.27,15.39
6.25,61.44,7.04
38.07,16.65,20.09
18.28,70.94,60.35
37.80,73.71,56.32
54.51,97.48,60.63
21.24,81.79,93.03
47.78,68.30,25.32
77.20,26.07,4.79
